"REGIAO","ANO","INDICADOR_329","INDICADOR_62","INDICADOR_199","INDICADOR_200","INDICADOR_333","INDICADOR_181","INDICADOR_182","INDICADOR_188","INDICADOR_189","INDICADOR_289","INDICADOR_290","INDICADOR_202","INDICADOR_184","INDICADOR_7","INDICADOR_201"
"Piancó",2012,NA,64.11,NA,NA,NA,7.2,NA,79.8,NA,54.3859649123,10.9489051095,41.2109375,12.6117647059,3297.22,NA
"Sapé",2012,NA,66.39,NA,NA,NA,7.8,NA,77.3,NA,69.7674418605,23.4042553191,39.58333333,15.5106382979,2973.93,NA
"Seridó Ocidental Paraibano",2012,NA,70.3,NA,NA,NA,5.25,NA,83.4,NA,75.0506585613,8.6666666667,40.593434345,14.04120082815,3126.77,NA
"Seridó Oriental Paraibano",2012,NA,64.33,NA,NA,NA,4.2,NA,82.3,NA,70.3703703704,19.5219123506,41.98369565,16.4769230769,2888.27,NA
"Serra do Teixeira",2012,NA,63.48,NA,NA,NA,5,NA,85.2,NA,66.6666666667,11.214953271,40.4296875,16.3719008264,2710.64,NA
"Sousa",2012,NA,63.06,NA,NA,NA,3.7,NA,80.8,NA,76.3888888889,15.3846153846,40.625,13.4920634921,3217.34,NA
"Umbuzeiro",2012,NA,71.59,NA,NA,NA,6.3,NA,78.1,NA,64.7058823529,23.5294117647,42.30769231,15.8595505618,2667.91,NA
"Agreste Paraibano",2012,NA,67.74,NA,NA,NA,5.85,NA,80.75,NA,71.23849252015,21.5034965035,37.83386752,15.8952925223,2883.19,NA
"Borborema",2012,NA,62.8,NA,NA,NA,4.2,NA,83.7,NA,75.92760180995,16.5811965812,41.139069265,14.9230289162,3248.725,NA
"Mata Paraibana",2012,NA,69.435,NA,NA,NA,5.55,NA,79.95,NA,74.8188174411,20.8064945182,32.845394735,15.1412129975,2956.84,NA
"Sertão Paraibano",2012,NA,64.85,NA,NA,NA,5.7,NA,82.7,NA,67.8832116788,18.0722891566,40.77380952,13.6375838926,3249.13,NA
"Paraíba",2012,NA,65.93,NA,NA,NA,5.5,NA,81.9,NA,72.5939505041,18.5567010309,39.54741379,14.9758308157,3135.13,NA
