"","COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_329","OUTLIER_INDICADOR_329","INDICADOR_62","OUTLIER_INDICADOR_62","INDICADOR_89","OUTLIER_INDICADOR_89","INDICADOR_90","OUTLIER_INDICADOR_90","INDICADOR_333","OUTLIER_INDICADOR_333","INDICADOR_73","OUTLIER_INDICADOR_73","INDICADOR_74","OUTLIER_INDICADOR_74","INDICADOR_80","OUTLIER_INDICADOR_80","INDICADOR_81","OUTLIER_INDICADOR_81","INDICADOR_176","OUTLIER_INDICADOR_176","INDICADOR_177","OUTLIER_INDICADOR_177","INDICADOR_202","OUTLIER_INDICADOR_202","INDICADOR_184","OUTLIER_INDICADOR_184","INDICADOR_7","OUTLIER_INDICADOR_7","INDICADOR_201","OUTLIER_INDICADOR_201","sum","Outliers_Pos","Outliers_Neg"
"438",25,"ParaA<U+FFFD>ba",2505352,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damiao",NA,NA,62.1175544400181,0,NA,NA,NA,NA,NA,NA,NA,NA,31.7,0,NA,NA,66.5,0,57.1428571428571,0,100,0,33.3333333333333,0,21.1111111111111,0,2875.96700225395,0,0.655615,0,0,NA,NA
"444",25,"ParaA<U+FFFD>ba",2505402,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Desterro",NA,NA,67.4503902485753,0,4,0,3.5,0,NA,NA,7.7,0,11.9,0,80.5,0,80.7,0,92.0634920634921,0,79.3650793650794,0,34.9206349206349,0,19.1621621621622,0,2448.8415796897,0,0.617737,0,0,NA,NA
"450",25,"ParaA<U+FFFD>ba",2505501,2011,2501,"Sertao Paraibano",250103,"Sousa","Vista Serrana",NA,NA,74.3266782925913,0,NA,NA,2.7,0,NA,NA,18.5,0,8.5,0,70.9,0,91.5,0,90,0,65,0,37.037037037037,0,18.1111111111111,0,3322.63333333334,0,NA,NA,0,NA,NA
"456",25,"ParaA<U+FFFD>ba",2505600,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Diamante",NA,NA,71.0553246853859,0,3.9,0,2.5,0,NA,NA,13.4,0,20.1,0,80.6,0,70.5,0,50.8771929824561,0,59.6491228070175,0,36.8686868686869,0,13.7978723404255,0,2526.13301770593,0,0.551332,0,0,NA,NA
"462",25,"ParaA<U+FFFD>ba",2505709,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Dona Ines",NA,NA,61.280301900021,0,NA,NA,NA,NA,NA,NA,3.5,0,18.7,0,94.1,0,80.2,0,81.4814814814815,0,62.962962962963,0,38.3838383838384,0,26.2682926829268,0,2370.26951253482,0,0.717026,0,0,NA,NA
"468",25,"ParaA<U+FFFD>ba",2505808,2011,2503,"Agreste Paraibano",250316,"Guarabira","Duas Estradas",NA,NA,73.8779695540137,0,4.5,0,NA,NA,NA,NA,0,0,10.8,0,98.6,0,81.1,0,91.304347826087,0,69.5652173913043,0,31.25,0,17.5555555555556,0,2940.57680628272,0,0.494566,0,0,NA,NA
"474",25,"ParaA<U+FFFD>ba",2505907,2011,2501,"Sertao Paraibano",250105,"Piancó","Emas",NA,NA,73.0526568667512,0,NA,NA,NA,NA,NA,NA,6.8,0,15.9,0,77.9,0,78.2,0,70.5882352941177,0,58.8235294117647,0,25.5555555555556,0,13.6136363636364,0,3025.02171953255,0,0.578977,0,0,NA,NA
"480",25,"ParaA<U+FFFD>ba",2506004,2011,2503,"Agreste Paraibano",250314,"Esperança","Esperança",NA,NA,69.0777141685433,0,4.2,0,NA,NA,NA,NA,20.4,0,17.3,0,71,0,80.1,0,77.7777777777778,0,67.5925925925926,0,29.8148148148148,0,23.1290322580645,0,2278.50460450289,0,0.793661,0,0,NA,NA
"486",25,"ParaA<U+FFFD>ba",2506103,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Fagundes",NA,NA,69.5123093776936,0,4.1,0,3.3,0,NA,NA,5,0,4.7,0,82.8,0,81.5,0,86.5671641791045,0,61.1940298507463,0,38.8888888888889,0,13.6374269005848,0,2521.68813464837,0,0.559171,0,0,NA,NA
"492",25,"ParaA<U+FFFD>ba",2506202,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Frei Martinho",NA,NA,62.628505442234,0,NA,NA,NA,NA,NA,NA,2.4,0,15.7,0,86.2,0,73.9,0,72.2222222222222,0,88.8888888888889,0,40,0,18.36,0,3513.35119825708,0,0.697988,0,0,NA,NA
"498",25,"ParaA<U+FFFD>ba",2506251,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Gado Bravo",NA,NA,64.4404465612933,0,NA,NA,NA,NA,NA,NA,27.6,0,43.9,1,68.5,0,56.1,0,52,0,80,0,43.3048433048433,0,20.0073529411765,0,2122.2946122749,0,0.634517,0,1,NA,NA
"504",25,"ParaA<U+FFFD>ba",2506301,2011,2503,"Agreste Paraibano",250316,"Guarabira","Guarabira",NA,NA,80.2511846475396,0,3.8,0,2.1,0,NA,NA,20.4,0,24.9,0,70,0,65,0,80.3921568627451,0,47.4509803921569,0,23.5507246376812,0,18.0146627565982,0,2284.49261348898,0,0.701285,0,0,NA,NA
"510",25,"ParaA<U+FFFD>ba",2506400,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Gurinhém",NA,NA,76.96608543151,0,3,0,2.8,0,NA,NA,10.8,0,15.2,0,76.7,0,81.7,0,86,0,50,0,32,0,16.3311258278146,0,2759.1309039319,0,0.511585,0,0,NA,NA
"516",25,"ParaA<U+FFFD>ba",2506509,2011,2502,"Borborema",250211,"Cariri Oriental","Gurjao",NA,NA,64.5308174689057,0,NA,NA,2.9,0,NA,NA,4.4,0,13.3,0,89.3,0,79.7,0,83.7837837837838,0,72.972972972973,0,36.5079365079365,0,11.7619047619048,0,3379.8305465587,0,0.641201,0,0,NA,NA
"522",25,"ParaA<U+FFFD>ba",2506608,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Ibiara",NA,NA,74.8208271942932,0,NA,NA,2.9,0,NA,NA,8.3,0,7.3,0,85.2,0,83.3,0,72.5490196078431,0,70.5882352941177,0,35.5555555555556,0,15.3809523809524,0,2435.66394736842,0,0.740429,0,0,NA,NA
"528",25,"ParaA<U+FFFD>ba",2506707,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Imaculada",NA,NA,75.5263056733083,0,4.2,0,2.5,0,NA,NA,7.1,0,14.3,0,82,0,79.9,0,70.8333333333333,0,62.5,0,37.6543209876543,0,22.4945054945055,0,2563.61768930142,0,0.588962,0,0,NA,NA
"534",25,"ParaA<U+FFFD>ba",2506806,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Ingá",NA,NA,77.0875600274993,0,3.3,0,3.1,0,NA,NA,8.5,0,14.9,0,75.4,0,79.3,0,81.1111111111111,0,70,0,33.3333333333333,0,12.9815668202765,0,2742.40514376997,0,0.536671,0,0,NA,NA
"540",25,"ParaA<U+FFFD>ba",2506905,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Itabaiana",NA,NA,51.8746156189427,0,4.1,0,2.6,0,NA,NA,12.8,0,26.5,0,73.1,0,68.2,0,83.8509316770186,0,67.0807453416149,0,29.2181069958848,0,14.2714285714286,0,1741.17263131814,0,0.680701,0,0,NA,NA
"546",25,"ParaA<U+FFFD>ba",2507002,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Itaporanga",NA,NA,72.1437986660322,0,3.7,0,2.5,0,NA,NA,11.8,0,24.5,0,79.2,0,74.2,0,80.0995024875622,0,31.8407960199005,0,34.1269841269841,0,15.952380952381,0,2756.08044776119,0,0.538794,0,0,NA,NA
"552",25,"ParaA<U+FFFD>ba",2507101,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Itapororoca",NA,NA,76.074898816151,0,3.1,0,2.9,0,NA,NA,11.6,0,17.4,0,76.1,0,82,0,95.7142857142857,0,91.4285714285714,0,33.1349206349206,0,15.21875,0,2549.24369825522,0,0.567536,0,0,NA,NA
"558",25,"ParaA<U+FFFD>ba",2507200,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Itatuba",NA,NA,65.654125443461,0,3.7,0,2.3,0,NA,NA,15.4,0,21.4,0,68,0,65.8,0,66.6666666666667,0,53.7037037037037,0,46.1988304093567,0,16.3695652173913,0,3070.39305444887,0,0.482693,0,0,NA,NA
"564",25,"ParaA<U+FFFD>ba",2507309,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Jacaraú",NA,NA,71.9952780945562,0,3.9,0,2.5,0,NA,NA,11.6,0,14.4,0,75.5,0,80.8,0,92.3076923076923,0,61.5384615384615,0,31.3131313131313,0,22.2105263157895,0,2294.02781398104,0,0.66418,0,0,NA,NA
"570",25,"ParaA<U+FFFD>ba",2507408,2011,2501,"Sertao Paraibano",250101,"Catolé do Rocha","Jericó",NA,NA,79.3268484725704,0,NA,NA,2.9,0,NA,NA,13.3,0,30.3,0,70.9,0,68.9,0,74.1935483870968,0,45.1612903225806,0,38.562091503268,0,14.3837209302326,0,2542.03573969281,0,0.598244,0,0,NA,NA
"576",25,"ParaA<U+FFFD>ba",2507507,2011,2504,"Mata Paraibana",250422,"Joao Pessoa","Joao Pessoa",NA,NA,67.5643632323787,0,4.1,0,3.3,0,NA,NA,9.1,0,21.2,0,76.9,0,67.8,0,75.7827653089498,0,52.1197007481297,0,16.540404040404,-1,18.4121191831269,0,3754.68244143997,0,0.877194,0,1,"NA","INDICADOR_184"
"582",25,"ParaA<U+FFFD>ba",2507606,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Juarez Távora",NA,NA,69.2864978115232,0,2.8,0,NA,NA,NA,NA,6.8,0,21.7,0,73.5,0,70.1,0,88.8888888888889,0,33.3333333333333,0,29.3650793650794,0,18.6989247311828,0,2200.81900517539,0,0.619658,0,0,NA,NA
"588",25,"ParaA<U+FFFD>ba",2507705,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Juazeirinho",NA,NA,64.9522639232869,0,3.6,0,1.8,0,NA,NA,13.1,0,8,0,63.3,0,87.8,0,83.0769230769231,0,47.6923076923077,0,42.6984126984127,0,18.7485380116959,0,2304.24932626326,0,0.66203,0,0,NA,NA
"594",25,"ParaA<U+FFFD>ba",2507804,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Junco do Seridó",NA,NA,79.9246417400347,0,3.1,0,3.4,0,NA,NA,4.8,0,16.1,0,89,0,82.8,0,61.1111111111111,0,61.1111111111111,0,29.1666666666667,0,15.1666666666667,0,2678.30402197802,0,0.550155,0,0,NA,NA
"600",25,"ParaA<U+FFFD>ba",2507903,2011,2504,"Mata Paraibana",250421,"Sapé","Juripiranga",NA,NA,73.7824591678281,0,3.4,0,2.5,0,NA,NA,12.8,0,22.5,0,68.7,0,64.2,0,92.1052631578947,0,47.3684210526316,0,27.7777777777778,0,16.5181818181818,0,2381.35618051734,0,0.617754,0,0,NA,NA
"606",25,"ParaA<U+FFFD>ba",2508000,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Juru",NA,NA,67.3429873083592,0,4.2,0,3,0,NA,NA,6.8,0,15,0,85.6,0,81.2,0,63.8297872340426,0,44.6808510638298,0,36.8888888888889,0,14.4903846153846,0,2383.36827471798,0,0.606827,0,0,NA,NA
"612",25,"ParaA<U+FFFD>ba",2508109,2011,2501,"Sertao Paraibano",250101,"Catolé do Rocha","Lagoa",NA,NA,74.549211183219,0,4.2,0,3.1,0,NA,NA,5.1,0,4.3,0,77.3,0,87.2,0,66.6666666666667,0,63.8888888888889,0,40.8496732026144,0,15.6911764705882,0,2198.00607310215,0,NA,NA,0,NA,NA
"618",25,"ParaA<U+FFFD>ba",2508208,2011,2503,"Agreste Paraibano",250316,"Guarabira","Lagoa de Dentro",NA,NA,74.4356124786421,0,NA,NA,2.5,0,NA,NA,14.2,0,10.1,0,75.6,0,86.7,0,66.6666666666667,0,59.5238095238095,0,37.2549019607843,0,25.3617021276596,0,2270.75005033557,0,NA,NA,0,NA,NA
"624",25,"ParaA<U+FFFD>ba",2508307,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Lagoa Seca",NA,NA,78.9263884865145,0,NA,NA,3.2,0,NA,NA,8.2,0,7.5,0,75.6,0,77.7,0,84.6153846153846,0,46.1538461538462,0,33.6917562724014,0,18.6045454545455,0,2288.26014903494,0,0.700458,0,0,NA,NA
"630",25,"ParaA<U+FFFD>ba",2508406,2011,2501,"Sertao Paraibano",250103,"Sousa","Lastro",NA,NA,60.1213360572878,0,NA,NA,NA,NA,NA,NA,8.7,0,15.7,0,85.5,0,83.5,0,47.0588235294118,0,64.7058823529412,0,41.9191919191919,0,14.6981132075472,0,2877.98214377407,0,0.59701,0,0,NA,NA
"636",25,"ParaA<U+FFFD>ba",2508505,2011,2502,"Borborema",250210,"Cariri Ocidental","Livramento",NA,NA,59.8318701480064,0,NA,NA,NA,NA,NA,NA,11.3,0,16.3,0,75.4,0,78.5,0,89.2857142857143,0,71.4285714285714,0,38.0952380952381,0,18.6216216216216,0,2612.77266328012,0,0.599851,0,0,NA,NA
"642",25,"ParaA<U+FFFD>ba",2508554,2011,2503,"Agreste Paraibano",250316,"Guarabira","Logradouro",NA,NA,67.3744978659464,0,NA,NA,NA,NA,NA,NA,16.2,0,30,0,80.2,0,70,0,78.2608695652174,0,78.2608695652174,0,26.6666666666667,0,15.6071428571429,0,2370.65488,0,0.713847,0,0,NA,NA
"648",25,"ParaA<U+FFFD>ba",2508604,2011,2504,"Mata Paraibana",250422,"Joao Pessoa","Lucena",NA,NA,73.6312913859807,0,NA,NA,2.3,0,NA,NA,23.6,0,25,0,65.3,0,71.3,0,85.2941176470588,0,64.7058823529412,0,25.462962962963,0,21.495867768595,0,2309.60425990004,0,0.661361,0,0,NA,NA
"654",25,"ParaA<U+FFFD>ba",2508703,2011,2501,"Sertao Paraibano",250104,"Patos","Mae d'Água",NA,NA,62.8567815250592,0,NA,NA,NA,NA,NA,NA,9.7,0,16.2,0,74.2,0,60.7,0,100,0,73.3333333333333,0,32.8282828282828,0,16.6739130434783,0,2623.45439374185,0,0.694237,0,0,NA,NA
"660",25,"ParaA<U+FFFD>ba",2508802,2011,2501,"Sertao Paraibano",250103,"Sousa","Malta",NA,NA,66.8396489517991,0,4.2,0,3.1,0,NA,NA,7.4,0,5.2,0,79.3,0,88.9,0,57.5757575757576,0,63.6363636363636,0,34.8484848484848,0,13.4561403508772,0,3440.14374185137,0,0.54972,0,0,NA,NA
"666",25,"ParaA<U+FFFD>ba",2508901,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Mamanguape",NA,NA,76.2081442555864,0,3,0,2.5,0,NA,NA,21.1,0,23,0,64.9,0,72.5,0,95,0,65.625,0,32.6388888888889,0,25.3201581027668,0,2413.95754955518,0,0.662851,0,0,NA,NA
"672",25,"ParaA<U+FFFD>ba",2509008,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Manaíra",NA,NA,68.5846461715898,0,4.1,0,2.8,0,NA,NA,17.1,0,25.7,0,75.8,0,71.6,0,54.7368421052632,0,82.1052631578947,0,46.7592592592593,0,25.0135135135135,0,2293.2667639114,0,0.592359,0,0,NA,NA
"678",25,"ParaA<U+FFFD>ba",2509057,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Marcaçao",NA,NA,70.6186413323767,0,NA,NA,NA,NA,NA,NA,12.9,0,25.6,0,79.8,0,73.5,0,65.0793650793651,0,90.4761904761905,0,30.0925925925926,0,17.3939393939394,0,2771.07146425495,0,0.474591,0,0,NA,NA
"684",25,"ParaA<U+FFFD>ba",2509107,2011,2504,"Mata Paraibana",250421,"Sapé","Mari",NA,NA,70.7904811660584,0,4.1,0,2.9,0,NA,NA,10.1,0,11.4,0,74.8,0,80.7,0,92.8571428571429,0,70.2380952380952,0,29.0598290598291,0,18.1703296703297,0,2258.46348429952,0,0.630741,0,0,NA,NA
"690",25,"ParaA<U+FFFD>ba",2509156,2011,2501,"Sertao Paraibano",250103,"Sousa","Marizópolis",NA,NA,70.3099805713225,0,3.9,0,1.9,0,NA,NA,21.8,0,35.7,0,68.7,0,59.3,0,53.5714285714286,0,64.2857142857143,0,29.0123456790123,0,20.4431818181818,0,2101.8437020567,0,0.652025,0,0,NA,NA
"696",25,"ParaA<U+FFFD>ba",2509206,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Massaranduba",NA,NA,59.1941874958672,0,3.7,0,2.7,0,NA,NA,6.7,0,9.7,0,67.8,0,84,0,75,0,80.3571428571429,0,36.6319444444444,0,18.7967479674797,0,2380.44776816609,0,0.648257,0,0,NA,NA
"702",25,"ParaA<U+FFFD>ba",2509305,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Mataraca",NA,NA,73.244616746561,0,4.5,0,NA,NA,NA,NA,1.3,0,24.1,0,92.2,0,72.2,0,100,0,85.7142857142857,0,25.9259259259259,0,21.0408163265306,0,2559.08627118644,0,0.524037,0,0,NA,NA
"708",25,"ParaA<U+FFFD>ba",2509339,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Matinhas",NA,NA,66.1843423532069,0,3.8,0,3.4,0,NA,NA,8.6,0,15.1,0,80,0,79.6,0,87.5,0,87.5,0,37.6068376068376,0,12.48,0,2960.70916666667,0,NA,NA,0,NA,NA
"714",25,"ParaA<U+FFFD>ba",2509370,2011,2501,"Sertao Paraibano",250101,"Catolé do Rocha","Mato Grosso",NA,NA,58.0852746400691,0,NA,NA,NA,NA,NA,NA,15.6,0,13,0,82.2,0,85.7,0,38.8888888888889,0,77.7777777777778,0,34.0277777777778,0,11.4615384615385,0,3526.60418344519,0,0.69993,0,0,NA,NA
"720",25,"ParaA<U+FFFD>ba",2509396,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Maturéia",NA,NA,65.201737441882,0,NA,NA,NA,NA,NA,NA,2.3,0,12.4,0,75,0,82.9,0,69.2307692307692,0,92.3076923076923,0,34.3434343434343,0,21.1891891891892,0,2391.86544642857,0,0.612302,0,0,NA,NA
"726",25,"ParaA<U+FFFD>ba",2509404,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Mogeiro",NA,NA,63.5747042061733,0,3.9,0,2.6,0,NA,NA,18.1,0,12,0,68.3,0,84.1,0,87.8787878787879,0,74.2424242424242,0,35.7777777777778,0,21.3032786885246,0,1995.6090188534,0,0.649719,0,0,NA,NA
"732",25,"ParaA<U+FFFD>ba",2509503,2011,2503,"Agreste Paraibano",250314,"Esperança","Montadas",NA,NA,60.7456677769637,0,2.8,0,NA,NA,NA,NA,0,0,16.4,0,75,0,77.3,0,95,0,50,0,31.25,0,18.2950819672131,0,2560.06170250896,0,0.57842,0,0,NA,NA
"738",25,"ParaA<U+FFFD>ba",2509602,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Monte Horebe",NA,NA,65.857784365932,0,2.8,0,3.1,0,NA,NA,19.7,0,10.1,0,68.2,0,87.4,0,55.2631578947369,0,63.1578947368421,0,36.6666666666667,0,12.5714285714286,0,2957.02038352273,0,0.603062,0,0,NA,NA
"744",25,"ParaA<U+FFFD>ba",2509701,2011,2502,"Borborema",250210,"Cariri Ocidental","Monteiro",NA,NA,64.6753724594036,0,4.1,0,3.1,0,NA,NA,7.5,0,13.2,0,84.8,0,81.5,0,94.5736434108527,0,25.5813953488372,0,35.1010101010101,0,17.9613259668508,0,2815.82844355583,0,0.608454,0,0,NA,NA
"750",25,"ParaA<U+FFFD>ba",2509800,2011,2503,"Agreste Paraibano",250316,"Guarabira","Mulungu",NA,NA,83.9783790726028,0,2.9,0,NA,NA,NA,NA,11.1,0,24.9,0,73.1,0,73.9,0,63.4615384615385,0,61.5384615384615,0,40.1234567901235,0,15.4807692307692,0,2643.80606769231,0,0.519504,0,0,NA,NA
"756",25,"ParaA<U+FFFD>ba",2509909,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Natuba",NA,NA,73.2160219678619,0,3.2,0,2.7,0,NA,NA,7.1,0,17.8,0,81.7,0,78.3,0,74,0,84,0,39.3162393162393,0,16.349593495935,0,2324.11481610338,0,0.649226,0,0,NA,NA
"762",25,"ParaA<U+FFFD>ba",2510006,2011,2501,"Sertao Paraibano",250103,"Sousa","Nazarezinho",NA,NA,78.0151882264218,0,NA,NA,4.1,0,NA,NA,2,0,20.9,0,83.9,0,68.9,0,61.2903225806452,0,45.1612903225806,0,38.6111111111111,0,17.1645569620253,0,2533.57972713864,0,0.533635,0,0,NA,NA
"768",25,"ParaA<U+FFFD>ba",2510105,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Nova Floresta",NA,NA,71.5209181703042,0,4.7,0,3.1,0,NA,NA,6.2,0,16.3,0,80.2,0,80.1,0,90.5660377358491,0,81.1320754716981,0,35.8585858585859,0,14.4222222222222,0,2847.32000770416,0,0.540177,0,0,NA,NA
"774",25,"ParaA<U+FFFD>ba",2510204,2011,2501,"Sertao Paraibano",250105,"Piancó","Nova Olinda",NA,NA,75.2815530048359,0,4.7,0,4.4,0,NA,NA,0.2,0,15.8,0,92,0,82.7,0,64.5161290322581,0,74.1935483870968,0,29.8611111111111,0,16.231884057971,0,2679.4400625,0,0.515851,0,0,NA,NA
"780",25,"ParaA<U+FFFD>ba",2510303,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Nova Palmeira",NA,NA,68.3903820329404,0,NA,NA,NA,NA,NA,NA,1.5,0,12.5,0,83.9,0,87.5,0,81.8181818181818,0,72.7272727272727,0,29.3650793650794,0,17.2439024390244,0,2639.12356435643,0,0.750783,0,0,NA,NA
"786",25,"ParaA<U+FFFD>ba",2510402,2011,2501,"Sertao Paraibano",250105,"Piancó","Olho d'Água",NA,NA,69.8168088147059,0,3.5,0,3,0,NA,NA,7.7,0,22.3,0,79.2,0,71.8,0,67.4418604651163,0,60.4651162790698,0,38.3597883597884,0,15.6623376623377,0,2627.97977630489,0,0.525226,0,0,NA,NA
"792",25,"ParaA<U+FFFD>ba",2510501,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Olivedos",NA,NA,68.0688179751583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5882352941177,0,76.4705882352941,0,35.5555555555556,0,15.8135593220339,0,3045.80688102894,0,0.531565,0,0,NA,NA
"798",25,"ParaA<U+FFFD>ba",2510600,2011,2502,"Borborema",250210,"Cariri Ocidental","Ouro Velho",NA,NA,85.7265883685258,0,NA,NA,3.4,0,NA,NA,2.7,0,2.4,0,85.5,0,97.6,0,84.6153846153846,0,19.2307692307692,0,33.3333333333333,0,9.62162162162162,0,3793.14328651686,0,0.659941,0,0,NA,NA
"804",25,"ParaA<U+FFFD>ba",2510659,2011,2502,"Borborema",250210,"Cariri Ocidental","Parari",NA,NA,47.6327170486625,0,NA,NA,NA,NA,NA,NA,16,0,4.4,0,61,0,95.6,0,60,0,53.3333333333333,0,37.037037037037,0,7.41935483870968,0,6641.46860869565,1,NA,NA,1,NA,NA
"810",25,"ParaA<U+FFFD>ba",2510709,2011,2501,"Sertao Paraibano",250104,"Patos","Passagem",NA,NA,64.087551987885,0,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0,NA,NA,77.8,0,100,0,85.7142857142857,0,32.2222222222222,0,10.906976744186,0,4103.99106609808,0,0.565247,0,0,NA,NA
"816",25,"ParaA<U+FFFD>ba",2510808,2011,2501,"Sertao Paraibano",250104,"Patos","Patos",NA,NA,74.7194723435816,0,4.2,0,3.1,0,NA,NA,6.2,0,11.6,0,80.7,0,79.1,0,79.7297297297297,0,62.7413127413127,0,27.6851851851852,0,13.2049861495845,0,2910.67566771489,0,0.72452,0,0,NA,NA
"822",25,"ParaA<U+FFFD>ba",2510907,2011,2501,"Sertao Paraibano",250103,"Sousa","Paulista",NA,NA,56.057258534129,0,NA,NA,3.4,0,NA,NA,6,0,7.3,0,84,0,89.9,0,91.8918918918919,0,51.3513513513513,0,33.6257309941521,0,20.3152173913043,0,2195.65420545746,0,0.738824,0,0,NA,NA
"828",25,"ParaA<U+FFFD>ba",2511004,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Pedra Branca",NA,NA,64.7554484403703,0,NA,NA,2.7,0,NA,NA,9.8,0,12.8,0,85.5,0,81.2,0,68,0,52,0,41.2698412698413,0,13.0625,0,2689.62539473684,0,0.629998,0,0,NA,NA
"834",25,"ParaA<U+FFFD>ba",2511103,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Pedra Lavrada",NA,NA,68.6969826942659,0,NA,NA,NA,NA,NA,NA,2.1,0,31.8,0,91.8,0,61.6,0,85.7142857142857,0,71.4285714285714,0,42.5925925925926,0,20.6304347826087,0,2624.62247102213,0,0.623856,0,0,NA,NA
"840",25,"ParaA<U+FFFD>ba",2511202,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Pedras de Fogo",NA,NA,70.2212754906739,0,3.1,0,2.4,0,NA,NA,12.9,0,29.8,0,69.5,0,68,0,69.0476190476191,0,71.4285714285714,0,28.6458333333333,0,21.257053291536,0,2263.38613036426,0,0.71033,0,0,NA,NA
"846",25,"ParaA<U+FFFD>ba",2511301,2011,2501,"Sertao Paraibano",250105,"Piancó","Piancó",NA,NA,66.3362136142234,0,3.6,0,2.1,0,NA,NA,23,0,47.6,1,72.9,0,48.3,-1,59.2,0,31.2,0,29.1666666666667,0,10.7991631799163,0,2577.3600116189,0,0.588337,0,2,"INDICADOR_80","INDICADOR_176"
"852",25,"ParaA<U+FFFD>ba",2511400,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Picuí",NA,NA,63.570530327874,0,4.4,0,3.1,0,NA,NA,9.6,0,18.2,0,81.7,0,74.2,0,90.5660377358491,0,66.0377358490566,0,33.1196581196581,0,21.1264367816092,0,2356.29208650707,0,0.680864,0,0,NA,NA
"858",25,"ParaA<U+FFFD>ba",2511509,2011,2504,"Mata Paraibana",250421,"Sapé","Pilar",NA,NA,72.8413657402079,0,3.3,0,2.5,0,NA,NA,6,0,9,0,69.8,0,77.6,0,81.5384615384615,0,50.7692307692308,0,29.9145299145299,0,15.9134615384615,0,2446.92162537764,0,0.565583,0,0,NA,NA
"864",25,"ParaA<U+FFFD>ba",2511608,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Piloes",NA,NA,68.1918494882002,0,3.1,0,NA,NA,NA,NA,9.1,0,15.6,0,75.9,0,74.7,0,72.972972972973,0,62.1621621621622,0,40.3508771929825,0,19.2068965517241,0,2407.07918013166,0,0.550463,0,0,NA,NA
"870",25,"ParaA<U+FFFD>ba",2511707,2011,2503,"Agreste Paraibano",250316,"Guarabira","Piloezinhos",NA,NA,66.8652558817578,0,3.9,0,3,0,NA,NA,4.5,0,21.5,0,83.1,0,76.7,0,89.4736842105263,0,52.6315789473684,0,38.8888888888889,0,18.1132075471698,0,2488.92370833333,0,0.573907,0,0,NA,NA
"876",25,"ParaA<U+FFFD>ba",2511806,2011,2503,"Agreste Paraibano",250316,"Guarabira","Pirpirituba",NA,NA,72.2115782104523,0,3.6,0,3.2,0,NA,NA,6.7,0,11.2,0,79.8,0,84.7,0,72.9166666666667,0,58.3333333333333,0,34.6153846153846,0,14.8977272727273,0,2716.98594202898,0,0.472144,0,0,NA,NA
"882",25,"ParaA<U+FFFD>ba",2511905,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Pitimbu",NA,NA,65.2057156886266,0,3.6,0,3.3,0,NA,NA,4.5,0,6.5,0,84.8,0,84.6,0,82.051282051282,0,79.4871794871795,0,33.5858585858586,0,21.1486486486486,0,2271.92095724314,0,0.666802,0,0,NA,NA
