"Cidade","Vizinho1","Vizinho2","Vizinho3","Vizinho4","Vizinho5","Vizinho6","Vizinho7","Vizinho8","Vizinho9","Vizinho10"
"Santo André","Ouro Velho","Vista Serrana","Cacimba de Areia","Santa Cruz","Pilõezinhos","Zabelê","Aguiar","Santana dos Garrotes","Bernardino Batista","Curral Velho"
"São Bentinho","Tenório","Algodão de Jandaíra","Sossêgo","Gurjão","Serra Grande","São Domingos do Cariri","Malta","Cuitegi","Pedra Branca","Mãe d'Água"
"São Bento","Pocinhos","Solânea","Lagoa Seca","Araruna","Jacaraú","Alagoa Grande","Sousa","Bananeiras","Monteiro","Rio Tinto"
"São Domingos","Riacho de Santo Antônio","São Francisco","São João do Cariri","Cabaceiras","Areia","Assunção","Santa Helena","Quixabá","Boa Vista","Montadas"
"São Domingos do Cariri","Sossêgo","Tenório","São Bentinho","Gurjão","Serra Grande","Algodão de Jandaíra","Malta","Pedra Branca","Junco do Seridó","Mãe d'Água"
"São Francisco","São Domingos","Quixabá","Riacho de Santo Antônio","Montadas","Baraúna","São João do Cariri","Cabaceiras","Boa Vista","Santa Helena","Areia"
"São João do Cariri","Riacho de Santo Antônio","Areia","São Domingos","São José do Brejo do Cruz","Assunção","São Francisco","Cabaceiras","Prata","Santa Helena","Quixabá"
"São João do Rio do Peixe","Pitimbu","Ingá","Alagoa Nova","Marizópolis","Fagundes","Mogeiro","Boqueirão","Soledade","Alagoinha","Cacimba de Dentro"
"São João do Tigre","Vieirópolis","Mãe d'Água","Pirpirituba","Cuitegi","Carrapateira","Congo","Malta","Poço de José de Moura","São José do Bonfim","Condado"
"São José da Lagoa Tapada","Igaracy","Pilõezinhos","Aguiar","Santa Cruz","Aparecida","Nova Floresta","Curral Velho","Santana dos Garrotes","Passagem","Bernardino Batista"
"São José de Caiana","Santa Inês","Boa Ventura","São Miguel de Taipu",NA,NA,NA,NA,NA,NA,NA
"São José de Espinharas","Prata","Pedro Régis","Santarém","Alcantil","São José do Brejo do Cruz","Assunção","Damião","Desterro","Condado","Areia"
"São José de Piranhas","Cuité","Lucena","Lagoa de Dentro","Uiraúna","Remígio","Taperoá","Barra de Santa Rosa","Itabaiana","Alagoinha","Boqueirão"
"São José de Princesa","Serra da Raiz","Caraúbas","São José dos Cordeiros","Brejo dos Santos","Coxixola","Riachão do Poço","Lastro","Serraria","Riachão do Bacamarte","Nova Olinda"
"São José do Bonfim","Congo","Condado","Parari","Vieirópolis","Carrapateira","Alcantil","São João do Tigre","São José de Espinharas","Mãe d'Água","Pirpirituba"
"São José do Brejo do Cruz","Prata","Areia","Assunção","São José de Espinharas","São João do Cariri","Pedro Régis","Riacho de Santo Antônio","Cabaceiras","Santarém","São Domingos"
"São José do Sabugi","Várzea","Santa Luzia","Dona Inês","Pedra Lavrada","Caturité","Cajazeirinhas","Nova Palmeira","Natuba","Frei Martinho","Areial"
"São José dos Cordeiros","Serra da Raiz","Lastro","São José de Princesa","Caraúbas","Brejo dos Santos","Serraria","Riachão do Bacamarte","Riachão do Poço","Coxixola","Riachão"
"São José dos Ramos","Santana de Mangueira","Serra Redonda","Borborema","Barra de São Miguel","Riacho dos Cavalos","Caldas Brandão","Catingueira","Bom Jesus","Juru","Aparecida"
"São Mamede","São Sebastião de Lagoa de Roça","Santa Cecília","Sertãozinho","Sumé","Mataraca","Santa Teresinha","Baraúna","Montadas","Areial","Barra de Santana"
"São Miguel de Taipu","Monte Horebe","Conceição","Boa Ventura","Itatuba","Nova Olinda","Diamante","Manaíra","Mulungu","Riachão do Poço","Coxixola"
"São Sebastião de Lagoa de Roça","São Mamede","Santa Cecília","Mataraca","Belém","Sumé","Barra de Santana","Sertãozinho","Paulista","Umbuzeiro","Baraúna"
"Sapé","Mamanguape","Caaporã","Pedras de Fogo","Juazeirinho","Alagoa Grande","Areia de Baraúnas",NA,NA,NA,NA
"Seridó","Casserengue","Tacima","Bonito de Santa Fé","Itaporanga","Soledade","Alagoinha","Fagundes","Juarez Távora","Caiçara","Pirpirituba"
"Serra Branca","Desterro","Damião","Santarém","Cubati","Pedro Régis","Maturéia","Taperoá","Alcantil","Santa Helena","São José de Espinharas"
"Serra da Raiz","São José de Princesa","São José dos Cordeiros","Caraúbas","Brejo dos Santos","Coxixola","Riachão do Poço","Lastro","Serraria","Riachão do Bacamarte","Riachão"
"Serra Grande","Sossêgo","Tenório","Algodão de Jandaíra","São Bentinho","São Domingos do Cariri","Pedra Branca","Junco do Seridó","Gurjão","Malta","Camalaú"
"Serra Redonda","Santana de Mangueira","Borborema","Aparecida","São José dos Ramos","Juru","Barra de São Miguel","Matinhas","Catingueira","Riacho dos Cavalos","São José da Lagoa Tapada"
"Serraria","Riachão do Bacamarte","Lastro","Brejo dos Santos","Riachão","Caraúbas","Olho d'Água","São José dos Cordeiros","Riachão do Poço","Serra da Raiz","São José de Princesa"
"Sertãozinho","Baraúna","Santa Teresinha","São Mamede","Montadas","Quixabá","Santa Cecília","São Francisco","Sumé","São Sebastião de Lagoa de Roça","Barra de Santana"
"Sobrado","Barra de Santana","Maturéia","Boa Vista","Paulista","Santa Helena","Montadas","Cabaceiras","Baraúna","Santa Cecília","Assunção"
"Solânea","Pocinhos","Jacaraú","Araruna","Teixeira","Belém","Catolé do Rocha","Piancó","São Bento","Barra de Santa Rosa","Princesa Isabel"
"Soledade","Alagoinha","Itabaiana","Itaporanga","Seridó","Boqueirão","Casserengue","Ingá","Uiraúna","Caiçara","São José de Piranhas"
"Sossêgo","Serra Grande","Tenório","Algodão de Jandaíra","São Domingos do Cariri","São Bentinho","Pedra Branca","Gurjão","Junco do Seridó","Malta","Camalaú"
"Sousa","Alagoa Grande","São Bento","Lagoa Seca","Bananeiras","Monteiro","Rio Tinto","Pedras de Fogo","Araruna","Alagoa Nova","Remígio"
"Sumé","São Mamede","São Sebastião de Lagoa de Roça","Mataraca","Belém","Santa Cecília","Sertãozinho","Santa Teresinha","Baraúna","Montadas","Areial"
"Tacima","Bonito de Santa Fé","Juarez Távora","Seridó","Casserengue","Fagundes","Livramento","Curral de Cima","Pilar","Itaporanga","Capim"
"Taperoá","Uiraúna","Cubati","Poço de José de Moura","Lagoa de Dentro","Caiçara","São José de Piranhas","Serra Branca","Itabaiana","Desterro","Pirpirituba"
"Tavares","Salgado de São Félix","Massaranduba","Cuité de Mamanguape","Areia de Baraúnas","Gurinhém","Mogeiro","Água Branca","Marizópolis","Puxinanã","Brejo do Cruz"
"Teixeira","Paulista","Barra de Santana","Princesa Isabel","Piancó","Maturéia","Sobrado","Jacaraú","Barra de Santa Rosa","Belém","Lucena"
"Tenório","Algodão de Jandaíra","Sossêgo","Serra Grande","São Bentinho","São Domingos do Cariri","Gurjão","Pedra Branca","Malta","Junco do Seridó","Cuitegi"
"Uiraúna","Taperoá","Caiçara","São José de Piranhas","Itabaiana","Lagoa de Dentro","Alagoinha","Poço de José de Moura","Soledade","Cubati","Pirpirituba"
"Umbuzeiro","Mataraca","Areial","Natuba","São Sebastião de Lagoa de Roça","Alhandra","São Mamede","Catolé do Rocha","Sumé","Belém","Santa Teresinha"
"Várzea","São José do Sabugi","Santa Luzia","Pedra Lavrada","Dona Inês","Caturité","Cajazeirinhas","Nova Palmeira","Natuba","Frei Martinho","Areial"
"Vieirópolis","São João do Tigre","Carrapateira","Congo","Mãe d'Água","São José do Bonfim","Pirpirituba","Condado","Cuitegi","Malta","Poço de José de Moura"
"Vista Serrana","Ouro Velho","Santo André","Santa Cruz","Pilõezinhos","Cacimba de Areia","Curral Velho","Passagem","Aguiar","Santana dos Garrotes","Igaracy"
"Zabelê","Cacimba de Areia","Olivedos","Santo André","Duas Estradas","Ouro Velho","Camalaú","Pedra Branca","Junco do Seridó","Belém do Brejo do Cruz","Vista Serrana"
